allotmentName,date,area
CROUCH MESA,2013-07-01,0
CROUCH MESA,2013-07-08,0
CROUCH MESA,2013-07-15,0
CROUCH MESA,2013-08-01,0
CROUCH MESA,2013-08-08,0
CROUCH MESA,2013-08-15,0
CROUCH MESA,2013-09-01,0
CROUCH MESA,2013-09-08,0
CROUCH MESA,2013-09-15,0
CROUCH MESA,2013-10-01,0
CROUCH MESA,2013-10-08,0
CROUCH MESA,2013-10-15,0
CROUCH MESA,2013-11-01,7
CROUCH MESA,2013-11-08,7
CROUCH MESA,2013-11-15,7
CROUCH MESA,2014-03-01,0
CROUCH MESA,2014-03-08,0
CROUCH MESA,2014-03-15,0
CROUCH MESA,2014-04-01,0
CROUCH MESA,2014-04-08,0
CROUCH MESA,2014-04-15,0
CROUCH MESA,2014-05-01,0
CROUCH MESA,2014-05-08,0
CROUCH MESA,2014-05-15,0
CROUCH MESA,2014-06-01,0
CROUCH MESA,2014-06-08,0
CROUCH MESA,2014-06-15,0
CROUCH MESA,2014-07-01,0
CROUCH MESA,2014-07-08,0
CROUCH MESA,2014-07-15,0
CROUCH MESA,2014-08-01,0
CROUCH MESA,2014-08-08,0
CROUCH MESA,2014-08-15,0
CROUCH MESA,2014-09-01,0
CROUCH MESA,2014-09-08,0
CROUCH MESA,2014-09-15,0
CROUCH MESA,2014-10-01,0
CROUCH MESA,2014-10-08,0
CROUCH MESA,2014-10-15,0
CROUCH MESA,2014-11-01,7
CROUCH MESA,2014-11-08,7
CROUCH MESA,2014-11-15,7
CROUCH MESA,2015-03-01,0
CROUCH MESA,2015-04-01,0
CROUCH MESA,2015-05-01,0
CROUCH MESA,2015-06-01,0
CROUCH MESA,2015-07-01,0
CROUCH MESA,2015-08-01,0
CROUCH MESA,2015-09-01,0
CROUCH MESA,2015-10-01,0
CROUCH MESA,2015-11-01,0
CROUCH MESA,2016-03-01,0
CROUCH MESA,2016-04-01,0
CROUCH MESA,2016-05-01,0
CROUCH MESA,2016-06-01,0
CROUCH MESA,2016-07-01,0
CROUCH MESA,2016-08-01,0
CROUCH MESA,2016-09-01,0
CROUCH MESA,2016-10-01,0
CROUCH MESA,2016-11-01,0
CROUCH MESA,2016-12-01,0
CROUCH MESA,2017-01-01,0
CROUCH MESA,2017-02-01,0
CROUCH MESA,2017-04-01,0
CROUCH MESA,2017-05-01,0
CROUCH MESA,2017-06-01,0
CROUCH MESA,2017-09-01,0
CROUCH MESA,2017-10-01,0
CROUCH MESA,2017-11-01,0
CROUCH MESA,2017-12-01,0
CROUCH MESA,2018-01-01,0
CROUCH MESA,2018-02-01,0
CROUCH MESA,2018-03-01,0
CROUCH MESA,2018-04-01,0
CROUCH MESA,2018-05-01,0
CROUCH MESA,2018-06-01,0
CROUCH MESA,2018-07-01,0
CROUCH MESA,2018-08-01,0
CROUCH MESA,2018-09-01,0
CROUCH MESA,2018-10-01,0
CROUCH MESA,2018-11-01,0
CROUCH MESA,2018-12-01,0
CROUCH MESA,2019-01-01,0
CROUCH MESA,2019-02-01,0
CROUCH MESA,2019-03-01,0
CROUCH MESA,2019-04-01,0
CROUCH MESA,2019-05-01,0
CROUCH MESA,2019-08-01,0
CROUCH MESA,2019-09-01,0
CROUCH MESA,2019-10-01,0
CROUCH MESA,2019-11-01,0
CROUCH MESA,2019-12-01,0
CROUCH MESA,2020-01-01,0
CROUCH MESA,2020-03-01,0
CROUCH MESA,2020-05-01,0
CROUCH MESA,2020-08-01,0
CROUCH MESA,2020-09-01,0
CROUCH MESA,2020-10-01,0
CROUCH MESA,2020-11-01,0
CROUCH MESA,2020-12-01,7
CROUCH MESA,2021-01-01,1
CROUCH MESA,2021-02-01,0
CROUCH MESA,2021-03-01,0
CROUCH MESA,2021-04-01,0
CROUCH MESA,2021-05-01,0
CROUCH MESA,2021-06-01,0
CROUCH MESA,2021-07-01,0
CROWN KING,2013-03-10,0
CROWN KING,2013-03-17,0
CROWN KING,2013-03-24,0
CROWN KING,2013-04-07,0
CROWN KING,2013-04-14,0
CROWN KING,2013-04-21,0
CROWN KING,2013-05-01,0
CROWN KING,2013-05-08,0
CROWN KING,2013-05-15,0
CROWN KING,2013-06-01,0
CROWN KING,2013-06-08,0
CROWN KING,2013-06-15,0
CROWN KING,2013-07-01,0
CROWN KING,2013-07-08,0
CROWN KING,2013-07-15,0
CROWN KING,2013-08-01,0
CROWN KING,2013-08-08,0
CROWN KING,2013-08-15,0
CROWN KING,2013-09-01,0
CROWN KING,2013-09-08,0
CROWN KING,2013-09-15,0
CROWN KING,2013-10-01,0
CROWN KING,2013-10-08,0
CROWN KING,2013-10-15,0
CROWN KING,2013-11-01,0
CROWN KING,2013-11-08,0
CROWN KING,2013-11-15,0
CROWN KING,2014-03-01,0
CROWN KING,2014-03-08,0
CROWN KING,2014-03-15,0
CROWN KING,2014-04-01,0
CROWN KING,2014-04-08,0
CROWN KING,2014-04-15,0
CROWN KING,2014-05-01,0
CROWN KING,2014-05-08,0
CROWN KING,2014-05-15,0
CROWN KING,2014-06-01,0
CROWN KING,2014-06-08,0
CROWN KING,2014-06-15,0
CROWN KING,2014-07-01,0
CROWN KING,2014-07-08,0
CROWN KING,2014-07-15,0
CROWN KING,2014-08-01,0
CROWN KING,2014-08-08,0
CROWN KING,2014-08-15,0
CROWN KING,2014-09-01,0
CROWN KING,2014-09-08,0
CROWN KING,2014-09-15,0
CROWN KING,2014-10-01,0
CROWN KING,2014-10-08,0
CROWN KING,2014-10-15,0
CROWN KING,2014-11-01,7
CROWN KING,2014-11-08,7
CROWN KING,2014-11-15,7
CROWN KING,2015-03-01,1
CROWN KING,2015-04-01,0
CROWN KING,2015-05-01,0
CROWN KING,2015-06-01,0
CROWN KING,2015-07-01,0
CROWN KING,2015-08-01,0
CROWN KING,2015-09-01,0
CROWN KING,2015-10-01,0
CROWN KING,2015-11-01,0
CROWN KING,2016-03-01,0
CROWN KING,2016-04-01,0
CROWN KING,2016-05-01,0
CROWN KING,2016-06-01,0
CROWN KING,2016-07-01,0
CROWN KING,2016-08-01,0
CROWN KING,2016-09-01,0
CROWN KING,2016-10-01,0
CROWN KING,2016-11-01,0
CROWN KING,2016-12-01,0
CROWN KING,2017-01-01,0
CROWN KING,2017-02-01,0
CROWN KING,2017-04-01,0
CROWN KING,2017-05-01,0
CROWN KING,2017-06-01,0
CROWN KING,2017-09-01,0
CROWN KING,2017-10-01,0
CROWN KING,2017-11-01,0
CROWN KING,2017-12-01,0
CROWN KING,2018-01-01,0
CROWN KING,2018-02-01,0
CROWN KING,2018-03-01,0
CROWN KING,2018-04-01,0
CROWN KING,2018-05-01,0
CROWN KING,2018-06-01,0
CROWN KING,2018-07-01,0
CROWN KING,2018-08-01,0
CROWN KING,2018-09-01,0
CROWN KING,2018-10-01,0
CROWN KING,2018-11-01,0
CROWN KING,2018-12-01,0
CROWN KING,2019-01-01,0
CROWN KING,2019-02-01,0
CROWN KING,2019-03-01,0
CROWN KING,2019-04-01,0
CROWN KING,2019-05-01,0
CROWN KING,2019-08-01,0
CROWN KING,2019-09-01,0
CROWN KING,2019-10-01,0
CROWN KING,2019-11-01,0
CROWN KING,2019-12-01,0
CROWN KING,2020-01-01,0
CROWN KING,2020-03-01,0
CROWN KING,2020-05-01,0
CROWN KING,2020-08-01,0
CROWN KING,2020-09-01,0
CROWN KING,2020-10-01,0
CROWN KING,2020-11-01,0
CROWN KING,2020-12-01,0
CROWN KING,2021-01-01,0
CROWN KING,2021-02-01,0
CROWN KING,2021-03-01,0
CROWN KING,2021-04-01,0
CROWN KING,2021-05-01,0
CROWN KING,2021-06-01,0
CROWN KING,2021-07-01,0
CUMERO,2013-03-10,0
CUMERO,2013-03-17,0
CUMERO,2013-03-24,0
CUMERO,2013-04-07,0
CUMERO,2013-04-14,0
CUMERO,2013-04-21,0
CUMERO,2013-05-01,0
CUMERO,2013-05-08,0
CUMERO,2013-05-15,0
CUMERO,2013-06-01,0
CUMERO,2013-06-08,0
CUMERO,2013-06-15,0
CUMERO,2013-07-01,0
CUMERO,2013-07-08,0
CUMERO,2013-07-15,0
CUMERO,2013-08-01,0
CUMERO,2013-08-08,0
CUMERO,2013-08-15,0
CUMERO,2013-09-01,0
CUMERO,2013-09-08,0
CUMERO,2013-09-15,0
CUMERO,2013-10-01,0
CUMERO,2013-10-08,0
CUMERO,2013-10-15,0
CUMERO,2013-11-01,0
CUMERO,2013-11-08,0
CUMERO,2013-11-15,0
CUMERO,2014-03-01,0
CUMERO,2014-03-08,0
CUMERO,2014-03-15,0
CUMERO,2014-04-01,0
CUMERO,2014-04-08,0
CUMERO,2014-04-15,0
CUMERO,2014-05-01,0
CUMERO,2014-05-08,0
CUMERO,2014-05-15,0
CUMERO,2014-06-01,0
CUMERO,2014-06-08,0
CUMERO,2014-06-15,0
CUMERO,2014-07-01,0
CUMERO,2014-07-08,0
CUMERO,2014-07-15,0
CUMERO,2014-08-01,0
CUMERO,2014-08-08,0
CUMERO,2014-08-15,0
CUMERO,2014-09-01,0
CUMERO,2014-09-08,0
CUMERO,2014-09-15,0
CUMERO,2014-10-01,0
CUMERO,2014-10-08,0
CUMERO,2014-10-15,0
CUMERO,2014-11-01,0
CUMERO,2014-11-08,0
CUMERO,2014-11-15,0
CUMERO,2015-03-01,0
CUMERO,2015-04-01,0
CUMERO,2015-05-01,0
CUMERO,2015-06-01,0
CUMERO,2015-07-01,0
CUMERO,2015-08-01,0
CUMERO,2015-09-01,0
CUMERO,2015-10-01,0
CUMERO,2015-11-01,0
CUMERO,2016-03-01,0
CUMERO,2016-04-01,0
CUMERO,2016-05-01,0
CUMERO,2016-06-01,0
CUMERO,2016-07-01,0
CUMERO,2016-08-01,0
CUMERO,2016-09-01,0
CUMERO,2016-10-01,0
CUMERO,2016-11-01,0
CUMERO,2016-12-01,0
CUMERO,2017-01-01,0
CUMERO,2017-02-01,0
CUMERO,2017-04-01,0
CUMERO,2017-05-01,0
CUMERO,2017-06-01,0
CUMERO,2017-09-01,0
CUMERO,2017-10-01,0
CUMERO,2017-11-01,0
CUMERO,2017-12-01,0
CUMERO,2018-01-01,0
CUMERO,2018-02-01,0
CUMERO,2018-03-01,0
CUMERO,2018-04-01,0
CUMERO,2018-05-01,0
CUMERO,2018-06-01,0
CUMERO,2018-07-01,0
CUMERO,2018-08-01,0
CUMERO,2018-09-01,0
CUMERO,2018-10-01,0
CUMERO,2018-11-01,0
CUMERO,2018-12-01,0
CUMERO,2019-01-01,0
CUMERO,2019-02-01,0
CUMERO,2019-03-01,0
CUMERO,2019-04-01,0
CUMERO,2019-05-01,0
CUMERO,2019-08-01,0
CUMERO,2019-09-01,0
CUMERO,2019-10-01,0
CUMERO,2019-11-01,0
CUMERO,2019-12-01,0
CUMERO,2020-01-01,0
CUMERO,2020-03-01,0
CUMERO,2020-05-01,0
CUMERO,2020-08-01,0
CUMERO,2020-09-01,0
CUMERO,2020-10-01,0
CUMERO,2020-11-01,0
CUMERO,2020-12-01,0
CUMERO,2021-01-01,0
CUMERO,2021-02-01,0
CUMERO,2021-03-01,0
CUMERO,2021-04-01,0
CUMERO,2021-05-01,0
CUMERO,2021-06-01,0
CUMERO,2021-07-01,0
DAGGER,2013-03-10,0
DAGGER,2013-03-17,0
DAGGER,2013-03-24,0
DAGGER,2013-04-07,0
DAGGER,2013-04-14,0
DAGGER,2013-04-21,0
DAGGER,2013-05-01,0
DAGGER,2013-05-08,0
DAGGER,2013-05-15,0
DAGGER,2013-06-01,0
DAGGER,2013-06-08,0
DAGGER,2013-06-15,0
DAGGER,2013-07-01,0
DAGGER,2013-07-08,0
DAGGER,2013-07-15,0
DAGGER,2013-08-01,0
DAGGER,2013-08-08,0
DAGGER,2013-08-15,0
DAGGER,2013-09-01,0
DAGGER,2013-09-08,0
DAGGER,2013-09-15,0
DAGGER,2013-10-01,0
DAGGER,2013-10-08,0
DAGGER,2013-10-15,0
DAGGER,2013-11-01,0
DAGGER,2013-11-08,0
DAGGER,2013-11-15,0
DAGGER,2014-03-01,0
DAGGER,2014-03-08,0
DAGGER,2014-03-15,0
DAGGER,2014-04-01,0
DAGGER,2014-04-08,0
DAGGER,2014-04-15,0
DAGGER,2014-05-01,0
DAGGER,2014-05-08,0
DAGGER,2014-05-15,0
DAGGER,2014-06-01,0
DAGGER,2014-06-08,0
DAGGER,2014-06-15,0
DAGGER,2014-07-01,0
DAGGER,2014-07-08,0
DAGGER,2014-07-15,0
DAGGER,2014-08-01,0
DAGGER,2014-08-08,0
DAGGER,2014-08-15,0
DAGGER,2014-09-01,0
DAGGER,2014-09-08,0
DAGGER,2014-09-15,0
DAGGER,2014-10-01,0
DAGGER,2014-10-08,0
DAGGER,2014-10-15,0
DAGGER,2014-11-01,0
DAGGER,2014-11-08,0
DAGGER,2014-11-15,0
DAGGER,2015-03-01,0
DAGGER,2015-04-01,0
DAGGER,2015-05-01,0
DAGGER,2015-06-01,0
DAGGER,2015-07-01,0
DAGGER,2015-08-01,0
DAGGER,2015-09-01,0
DAGGER,2015-10-01,0
DAGGER,2015-11-01,0
DAGGER,2016-03-01,0
DAGGER,2016-04-01,0
DAGGER,2016-05-01,0
DAGGER,2016-06-01,0
DAGGER,2016-07-01,0
DAGGER,2016-08-01,0
DAGGER,2016-09-01,0
DAGGER,2016-10-01,9
DAGGER,2016-11-01,0
DAGGER,2016-12-01,0
DAGGER,2017-01-01,0
DAGGER,2017-02-01,0
DAGGER,2017-04-01,0
DAGGER,2017-05-01,0
DAGGER,2017-06-01,0
DAGGER,2017-09-01,0
DAGGER,2017-10-01,0
DAGGER,2017-11-01,0
DAGGER,2017-12-01,0
DAGGER,2018-01-01,0
DAGGER,2018-02-01,0
DAGGER,2018-03-01,0
DAGGER,2018-04-01,0
DAGGER,2018-05-01,0
DAGGER,2018-06-01,0
DAGGER,2018-07-01,0
DAGGER,2018-08-01,0
DAGGER,2018-09-01,0
DAGGER,2018-10-01,0
DAGGER,2018-11-01,0
DAGGER,2018-12-01,0
DAGGER,2019-01-01,0
DAGGER,2019-02-01,0
DAGGER,2019-03-01,0
DAGGER,2019-04-01,0
DAGGER,2019-05-01,0
DAGGER,2019-08-01,0
DAGGER,2019-09-01,0
DAGGER,2019-10-01,0
DAGGER,2019-11-01,0
DAGGER,2019-12-01,0
DAGGER,2020-01-01,0
DAGGER,2020-03-01,0
DAGGER,2020-05-01,0
DAGGER,2020-08-01,0
DAGGER,2020-09-01,0
DAGGER,2020-10-01,0
DAGGER,2020-11-01,0
DAGGER,2020-12-01,0
DAGGER,2021-01-01,6
DAGGER,2021-02-01,0
DAGGER,2021-03-01,3
DAGGER,2021-04-01,0
DAGGER,2021-05-01,1
DAGGER,2021-06-01,0
DAGGER,2021-07-01,1
DARK CANYON,2013-03-10,0
DARK CANYON,2013-03-17,0
DARK CANYON,2013-03-24,0
DARK CANYON,2013-04-07,0
DARK CANYON,2013-04-14,0
DARK CANYON,2013-04-21,0
DARK CANYON,2013-05-01,0
DARK CANYON,2013-05-08,0
DARK CANYON,2013-05-15,0
DARK CANYON,2013-06-01,0
DARK CANYON,2013-06-08,0
DARK CANYON,2013-06-15,0
DARK CANYON,2013-07-01,0
DARK CANYON,2013-07-08,0
DARK CANYON,2013-07-15,0
DARK CANYON,2013-08-01,0
DARK CANYON,2013-08-08,0
DARK CANYON,2013-08-15,0
DARK CANYON,2013-09-01,0
DARK CANYON,2013-09-08,0
DARK CANYON,2013-09-15,0
DARK CANYON,2013-10-01,0
DARK CANYON,2013-10-08,0
DARK CANYON,2013-10-15,0
DARK CANYON,2013-11-01,0
DARK CANYON,2013-11-08,0
DARK CANYON,2013-11-15,0
DARK CANYON,2014-03-01,0
DARK CANYON,2014-03-08,0
DARK CANYON,2014-03-15,0
DARK CANYON,2014-04-01,0
DARK CANYON,2014-04-08,0
DARK CANYON,2014-04-15,0
DARK CANYON,2014-05-01,0
DARK CANYON,2014-05-08,0
DARK CANYON,2014-05-15,0
DARK CANYON,2014-06-01,0
DARK CANYON,2014-06-08,0
DARK CANYON,2014-06-15,0
DARK CANYON,2014-07-01,0
DARK CANYON,2014-07-08,0
DARK CANYON,2014-07-15,0
DARK CANYON,2014-08-01,0
DARK CANYON,2014-08-08,0
DARK CANYON,2014-08-15,0
DARK CANYON,2014-09-01,0
DARK CANYON,2014-09-08,0
DARK CANYON,2014-09-15,0
DARK CANYON,2014-10-01,0
DARK CANYON,2014-10-08,0
DARK CANYON,2014-10-15,0
DARK CANYON,2014-11-01,0
DARK CANYON,2014-11-08,0
DARK CANYON,2014-11-15,0
DARK CANYON,2015-03-01,0
DARK CANYON,2015-04-01,0
DARK CANYON,2015-05-01,0
DARK CANYON,2015-06-01,0
DARK CANYON,2015-07-01,0
DARK CANYON,2015-08-01,0
DARK CANYON,2015-09-01,0
DARK CANYON,2015-10-01,0
DARK CANYON,2015-11-01,0
DARK CANYON,2016-03-01,0
DARK CANYON,2016-04-01,0
DARK CANYON,2016-05-01,0
DARK CANYON,2016-06-01,0
DARK CANYON,2016-07-01,0
DARK CANYON,2016-08-01,0
DARK CANYON,2016-09-01,0
DARK CANYON,2016-10-01,0
DARK CANYON,2016-11-01,0
DARK CANYON,2016-12-01,0
DARK CANYON,2017-01-01,0
DARK CANYON,2017-02-01,0
DARK CANYON,2017-04-01,0
DARK CANYON,2017-05-01,0
DARK CANYON,2017-06-01,0
DARK CANYON,2017-09-01,0
DARK CANYON,2017-10-01,0
DARK CANYON,2017-11-01,0
DARK CANYON,2017-12-01,0
DARK CANYON,2018-01-01,0
DARK CANYON,2018-02-01,0
DARK CANYON,2018-03-01,0
DARK CANYON,2018-04-01,0
DARK CANYON,2018-05-01,0
DARK CANYON,2018-06-01,0
DARK CANYON,2018-07-01,0
DARK CANYON,2018-08-01,0
DARK CANYON,2018-09-01,0
DARK CANYON,2018-10-01,0
DARK CANYON,2018-11-01,0
DARK CANYON,2018-12-01,0
DARK CANYON,2019-01-01,0
DARK CANYON,2019-02-01,0
DARK CANYON,2019-03-01,0
DARK CANYON,2019-04-01,0
DARK CANYON,2019-05-01,0
DARK CANYON,2019-08-01,0
DARK CANYON,2019-09-01,0
DARK CANYON,2019-10-01,0
DARK CANYON,2019-11-01,0
DARK CANYON,2019-12-01,0
DARK CANYON,2020-01-01,0
DARK CANYON,2020-03-01,0
DARK CANYON,2020-05-01,0
DARK CANYON,2020-08-01,0
DARK CANYON,2020-09-01,0
DARK CANYON,2020-10-01,0
DARK CANYON,2020-11-01,0
DARK CANYON,2020-12-01,0
DARK CANYON,2021-01-01,0
DARK CANYON,2021-02-01,0
DARK CANYON,2021-03-01,0
DARK CANYON,2021-04-01,0
DARK CANYON,2021-05-01,0
DARK CANYON,2021-06-01,0
DARK CANYON,2021-07-01,0
DAVENPORT LAKE,2013-03-10,0
DAVENPORT LAKE,2013-03-17,0
DAVENPORT LAKE,2013-03-24,0
DAVENPORT LAKE,2013-04-07,0
DAVENPORT LAKE,2013-04-14,0
DAVENPORT LAKE,2013-04-21,0
DAVENPORT LAKE,2013-05-01,0
DAVENPORT LAKE,2013-05-08,0
DAVENPORT LAKE,2013-05-15,0
DAVENPORT LAKE,2013-06-01,0
DAVENPORT LAKE,2013-06-08,0
DAVENPORT LAKE,2013-06-15,0
DAVENPORT LAKE,2013-07-01,0
DAVENPORT LAKE,2013-07-08,0
DAVENPORT LAKE,2013-07-15,0
DAVENPORT LAKE,2013-08-01,0
DAVENPORT LAKE,2013-08-08,0
DAVENPORT LAKE,2013-08-15,0
DAVENPORT LAKE,2013-09-01,0
DAVENPORT LAKE,2013-09-08,0
DAVENPORT LAKE,2013-09-15,0
DAVENPORT LAKE,2013-10-01,0
DAVENPORT LAKE,2013-10-08,0
DAVENPORT LAKE,2013-10-15,0
DAVENPORT LAKE,2013-11-01,0
DAVENPORT LAKE,2013-11-08,0
DAVENPORT LAKE,2013-11-15,0
DAVENPORT LAKE,2014-03-01,0
DAVENPORT LAKE,2014-03-08,0
DAVENPORT LAKE,2014-03-15,0
DAVENPORT LAKE,2014-04-01,0
DAVENPORT LAKE,2014-04-08,0
DAVENPORT LAKE,2014-04-15,0
DAVENPORT LAKE,2014-05-01,7
DAVENPORT LAKE,2014-05-08,7
DAVENPORT LAKE,2014-05-15,7
DAVENPORT LAKE,2014-06-01,7
DAVENPORT LAKE,2014-06-08,7
DAVENPORT LAKE,2014-06-15,7
DAVENPORT LAKE,2014-07-01,0
DAVENPORT LAKE,2014-07-08,0
DAVENPORT LAKE,2014-07-15,0
DAVENPORT LAKE,2014-08-01,4
DAVENPORT LAKE,2014-08-08,4
DAVENPORT LAKE,2014-08-15,4
DAVENPORT LAKE,2014-09-01,0
DAVENPORT LAKE,2014-09-08,0
DAVENPORT LAKE,2014-09-15,0
DAVENPORT LAKE,2014-10-01,0
DAVENPORT LAKE,2014-10-08,0
DAVENPORT LAKE,2014-10-15,0
DAVENPORT LAKE,2014-11-01,7
DAVENPORT LAKE,2014-11-08,7
DAVENPORT LAKE,2014-11-15,7
DAVENPORT LAKE,2015-03-01,0
DAVENPORT LAKE,2015-04-01,0
DAVENPORT LAKE,2015-05-01,0
DAVENPORT LAKE,2015-06-01,0
DAVENPORT LAKE,2015-07-01,0
DAVENPORT LAKE,2015-08-01,0
DAVENPORT LAKE,2015-09-01,0
DAVENPORT LAKE,2015-10-01,0
DAVENPORT LAKE,2015-11-01,0
DAVENPORT LAKE,2016-03-01,6
DAVENPORT LAKE,2016-04-01,3
DAVENPORT LAKE,2016-05-01,0
DAVENPORT LAKE,2016-06-01,0
DAVENPORT LAKE,2016-07-01,3
DAVENPORT LAKE,2016-08-01,4
DAVENPORT LAKE,2016-09-01,7
DAVENPORT LAKE,2016-10-01,1
DAVENPORT LAKE,2016-11-01,2
DAVENPORT LAKE,2016-12-01,0
DAVENPORT LAKE,2017-01-01,0
DAVENPORT LAKE,2017-02-01,0
DAVENPORT LAKE,2017-04-01,0
DAVENPORT LAKE,2017-05-01,2
DAVENPORT LAKE,2017-06-01,0
DAVENPORT LAKE,2017-09-01,0
DAVENPORT LAKE,2017-10-01,0
DAVENPORT LAKE,2017-11-01,1
DAVENPORT LAKE,2017-12-01,0
DAVENPORT LAKE,2018-01-01,0
DAVENPORT LAKE,2018-02-01,4
DAVENPORT LAKE,2018-03-01,2
DAVENPORT LAKE,2018-04-01,1
DAVENPORT LAKE,2018-05-01,1
DAVENPORT LAKE,2018-06-01,0
DAVENPORT LAKE,2018-07-01,0
DAVENPORT LAKE,2018-08-01,0
DAVENPORT LAKE,2018-09-01,0
DAVENPORT LAKE,2018-10-01,0
DAVENPORT LAKE,2018-11-01,0
DAVENPORT LAKE,2018-12-01,1
DAVENPORT LAKE,2019-01-01,5
DAVENPORT LAKE,2019-02-01,4
DAVENPORT LAKE,2019-03-01,13
DAVENPORT LAKE,2019-04-01,2
DAVENPORT LAKE,2019-05-01,1
DAVENPORT LAKE,2019-08-01,2
DAVENPORT LAKE,2019-09-01,0
DAVENPORT LAKE,2019-10-01,0
DAVENPORT LAKE,2019-11-01,6
DAVENPORT LAKE,2019-12-01,0
DAVENPORT LAKE,2020-01-01,2
DAVENPORT LAKE,2020-03-01,0
DAVENPORT LAKE,2020-05-01,0
DAVENPORT LAKE,2020-08-01,2
DAVENPORT LAKE,2020-09-01,0
DAVENPORT LAKE,2020-10-01,4
DAVENPORT LAKE,2020-11-01,1
DAVENPORT LAKE,2020-12-01,7
DAVENPORT LAKE,2021-01-01,0
DAVENPORT LAKE,2021-02-01,1
DAVENPORT LAKE,2021-03-01,4
DAVENPORT LAKE,2021-04-01,0
DAVENPORT LAKE,2021-05-01,0
DAVENPORT LAKE,2021-06-01,3
DAVENPORT LAKE,2021-07-01,3
DEADMAN MESA,2013-03-10,0
DEADMAN MESA,2013-03-17,0
DEADMAN MESA,2013-03-24,0
DEADMAN MESA,2013-04-07,0
DEADMAN MESA,2013-04-14,0
DEADMAN MESA,2013-04-21,0
DEADMAN MESA,2013-05-01,0
DEADMAN MESA,2013-05-08,0
DEADMAN MESA,2013-05-15,0
DEADMAN MESA,2013-06-01,0
DEADMAN MESA,2013-06-08,0
DEADMAN MESA,2013-06-15,0
DEADMAN MESA,2013-07-01,0
DEADMAN MESA,2013-07-08,0
DEADMAN MESA,2013-07-15,0
DEADMAN MESA,2013-08-01,0
DEADMAN MESA,2013-08-08,0
DEADMAN MESA,2013-08-15,0
DEADMAN MESA,2013-09-01,0
DEADMAN MESA,2013-09-08,0
DEADMAN MESA,2013-09-15,0
DEADMAN MESA,2013-10-01,0
DEADMAN MESA,2013-10-08,0
DEADMAN MESA,2013-10-15,0
DEADMAN MESA,2013-11-01,1
DEADMAN MESA,2013-11-08,1
DEADMAN MESA,2013-11-15,1
DEADMAN MESA,2014-03-01,0
DEADMAN MESA,2014-03-08,0
DEADMAN MESA,2014-03-15,0
DEADMAN MESA,2014-04-01,0
DEADMAN MESA,2014-04-08,0
DEADMAN MESA,2014-04-15,0
DEADMAN MESA,2014-05-01,0
DEADMAN MESA,2014-05-08,0
DEADMAN MESA,2014-05-15,0
DEADMAN MESA,2014-06-01,0
DEADMAN MESA,2014-06-08,0
DEADMAN MESA,2014-06-15,0
DEADMAN MESA,2014-07-01,0
DEADMAN MESA,2014-07-08,0
DEADMAN MESA,2014-07-15,0
DEADMAN MESA,2014-08-01,0
DEADMAN MESA,2014-08-08,0
DEADMAN MESA,2014-08-15,0
DEADMAN MESA,2014-09-01,0
DEADMAN MESA,2014-09-08,0
DEADMAN MESA,2014-09-15,0
DEADMAN MESA,2014-10-01,0
DEADMAN MESA,2014-10-08,0
DEADMAN MESA,2014-10-15,0
DEADMAN MESA,2014-11-01,1
DEADMAN MESA,2014-11-08,1
DEADMAN MESA,2014-11-15,1
DEADMAN MESA,2015-03-01,0
DEADMAN MESA,2015-04-01,0
DEADMAN MESA,2015-05-01,0
DEADMAN MESA,2015-06-01,0
DEADMAN MESA,2015-07-01,0
DEADMAN MESA,2015-08-01,0
DEADMAN MESA,2015-09-01,0
DEADMAN MESA,2015-10-01,1
DEADMAN MESA,2015-11-01,1
DEADMAN MESA,2016-03-01,3
DEADMAN MESA,2016-04-01,2
DEADMAN MESA,2016-05-01,0
DEADMAN MESA,2016-06-01,1
DEADMAN MESA,2016-07-01,0
DEADMAN MESA,2016-08-01,7
DEADMAN MESA,2016-09-01,0
DEADMAN MESA,2016-10-01,5
DEADMAN MESA,2016-11-01,7
DEADMAN MESA,2016-12-01,0
DEADMAN MESA,2017-01-01,0
DEADMAN MESA,2017-02-01,0
DEADMAN MESA,2017-04-01,0
DEADMAN MESA,2017-05-01,0
DEADMAN MESA,2017-06-01,0
DEADMAN MESA,2017-09-01,0
DEADMAN MESA,2017-10-01,2
DEADMAN MESA,2017-11-01,1
DEADMAN MESA,2017-12-01,0
DEADMAN MESA,2018-01-01,0
DEADMAN MESA,2018-02-01,0
DEADMAN MESA,2018-03-01,1
DEADMAN MESA,2018-04-01,0
DEADMAN MESA,2018-05-01,1
DEADMAN MESA,2018-06-01,1
DEADMAN MESA,2018-07-01,2
DEADMAN MESA,2018-08-01,0
DEADMAN MESA,2018-09-01,0
DEADMAN MESA,2018-10-01,4
DEADMAN MESA,2018-11-01,5
DEADMAN MESA,2018-12-01,0
DEADMAN MESA,2019-01-01,0
DEADMAN MESA,2019-02-01,0
DEADMAN MESA,2019-03-01,17
DEADMAN MESA,2019-04-01,0
DEADMAN MESA,2019-05-01,1
DEADMAN MESA,2019-08-01,8
DEADMAN MESA,2019-09-01,0
DEADMAN MESA,2019-10-01,2
DEADMAN MESA,2019-11-01,1
DEADMAN MESA,2019-12-01,0
DEADMAN MESA,2020-01-01,0
DEADMAN MESA,2020-03-01,0
DEADMAN MESA,2020-05-01,0
DEADMAN MESA,2020-08-01,0
